name,domain,country,state,city,employees,revenue,founded_year,type,employees_num,revenue_num,founded_year_num,main_industry,categories_list,category_primary
Bühler,buhlergroup.com,Switzerland,St. Gallen,Uzwil,over-10K,over-1b,1953.0,private,12000.0,1500000000.0,1953.0,agriculture,"['b2b', 'saas']",B2B
STIHL,stihlusa.com,United States,Pennsylvania,Harrisburg,1K-5K,200m-1b,1974.0,private,3000.0,600000000.0,1974.0,manufacturing,"['b2b', 'b2c', 'e-commerce']",B2B
Ollie,myollie.com,United States,New York,Unknown,201-500,10m-50m,2015.0,private,350.5,30000000.0,2015.0,retail,"['b2c', 'e-commerce']",B2C
Rain Bird,rainbird.com,United States,California,Azusa,1K-5K,200m-1b,1933.0,private,3000.0,600000000.0,1933.0,manufacturing,"['b2b', 'b2c', 'saas', 'service-provider', 'e-commerce', 'mobile', 'media']",B2B
White Oak Pastures,whiteoakpastures.com,United States,Indiana,Bluffton,51-200,1m-10m,1866.0,private,125.5,5500000.0,1866.0,agriculture,"['b2c', 'e-commerce']",B2C
Kärcher,kaercher.com,Germany,Baden-Württemberg,Winnenden,over-10K,over-1b,1935.0,private,12000.0,1500000000.0,1935.0,manufacturing,"['b2b', 'b2c', 'e-commerce']",B2B
Purina,purina.com,United States,Wisconsin,Neenah,5K-10K,over-1b,1894.0,public,7500.0,1500000000.0,1894.0,manufacturing,['b2c'],B2C
International Organisation of Vine and Wine,oiv.int,France,Bourgogne-Franche-Comté,Dijon,51-200,under-1m,2001.0,government,125.5,500000.0,2001.0,business services,[],Unknown
Semex,semex.com,United States,Wisconsin,Madison,201-500,200m-1b,1997.0,partnership,350.5,600000000.0,1997.0,business services,"['b2b', 'saas']",B2B
Weatherbys,weatherbys.co.uk,United Kingdom,England,Wellingborough,51-200,10m-50m,1770.0,private,125.5,30000000.0,1770.0,media and internet,"['b2b', 'saas']",B2B
Gardena,gardena.com,Germany,Baden-Württemberg,Ulm,201-500,1m-10m,1961.0,public,350.5,5500000.0,1961.0,manufacturing,"['b2c', 'e-commerce']",B2C
Kiwicare,kiwicare.co.nz,New Zealand,Canterbury Region,Christchurch,51-200,1m-10m,Unknown,private,125.5,5500000.0,,retail,"['b2c', 'b2b', 'e-commerce']",B2C
Toro,toro.com,United States,Minnesota,Bloomington,1-10,Unknown,1914.0,Unknown,5.5,600000000.0,1914.0,manufacturing,"['b2c', 'b2b', 'b2g', 'e-commerce']",B2C
GlobalTranz,globaltranz.com,United States,Arizona,Scottsdale,1K-5K,over-1b,2003.0,private,3000.0,1500000000.0,2003.0,transportation,"['b2b', 'service-provider']",B2B
Hill's Pet Nutrition,hillspet.com,United States,Kansas,Topeka,1K-5K,10m-50m,1907.0,public,3000.0,30000000.0,1907.0,retail,"['b2b', 'b2c', 'saas']",B2B
Vermeer,vermeer.com,United States,Iowa,Pella,1K-5K,200m-1b,1948.0,private,3000.0,600000000.0,1948.0,agriculture,"['b2b', 'saas']",B2B
Caterpillar,caterpillar.com,United States,Illinois,Peoria,over-10K,over-1b,1925.0,public,12000.0,1500000000.0,1925.0,manufacturing,"['b2b', 'service-provider']",B2B
BigHaat,bighaat.com,India,Karnataka,Unknown,201-500,50m-100m,2015.0,private,350.5,75000000.0,2015.0,agriculture,"['b2c', 'e-commerce']",B2C
Monrovia,monrovia.com,United States,California,Azusa,201-500,200m-1b,1926.0,private,350.5,600000000.0,1926.0,agriculture,"['b2b', 'b2c', 'e-commerce']",B2B
Egger,egger.com,Germany,Unknown,Unknown,1K-5K,Unknown,1961.0,private,3000.0,600000000.0,1961.0,agriculture,['b2b'],B2B
Costa Farms,costafarms.com,United States,Florida,Miami,1K-5K,200m-1b,1971.0,private,3000.0,600000000.0,1971.0,agriculture,"['b2c', 'e-commerce']",B2C
Lesy České republiky,lesycr.cz,Czech Republic,Unknown,Unknown,201-500,Unknown,1992.0,public,350.5,600000000.0,1992.0,agriculture,"['b2g', 'service-provider']",B2G
U.S. Poultry & Egg Association,uspoultry.org,United States,Georgia,Tucker,11-50,1m-10m,1947.0,nonprofit,30.5,5500000.0,1947.0,organizations,['b2b'],B2B
Mountain Laurel Handrails,awoodrailing.com,United States,North Carolina,Franklin,1-10,under-1m,2008.0,private,5.5,500000.0,2008.0,manufacturing,"['b2c', 'b2b', 'e-commerce']",B2C
Terex,terex.com,United States,Connecticut,Norwalk,over-10K,over-1b,1986.0,public,12000.0,1500000000.0,1986.0,manufacturing,['b2b'],B2B
Tractor Junction,tractorjunction.com,India,Rajasthan,Alwar,501-1K,1m-10m,2017.0,private,251000.0,5500000.0,2017.0,retail,"['b2c', 'b2b', 'e-commerce']",B2C
Corteva,corteva.com,United States,Indiana,Indianapolis,over-10K,over-1b,1989.0,public,12000.0,1500000000.0,1989.0,agriculture,"['b2b', 'saas']",B2B
Hansen Wheel,hansenwheel.com,United States,Indiana,Rushville,1-10,1m-10m,Unknown,Unknown,5.5,5500000.0,,manufacturing,"['b2c', 'b2b', 'e-commerce']",B2C
Prairie Nursery,prairienursery.com,United States,Wisconsin,Westfield,11-50,1m-10m,1972.0,private,30.5,5500000.0,1972.0,agriculture,"['b2c', 'e-commerce']",B2C
Internorm,internorm.com,Austria,Upper Austria,Traun,201-500,Unknown,1931.0,private,350.5,600000000.0,1931.0,agriculture,"['b2b', 'b2c', 'service-provider']",B2B
Chicken Soup for the Soul,chickensoup.com,United States,Connecticut,Cos Cob,51-200,10m-50m,1993.0,private,125.5,30000000.0,1993.0,media and internet,"['b2c', 'b2b', 'media']",B2C
Prefabrication Bois,prefabricationbois.com,France,Occitanie,Montpellier,1-10,Unknown,2019.0,Unknown,5.5,600000000.0,2019.0,construction,"['b2b', 'service-provider']",B2B
Ambrogio,ambrogiorobot.com,United States,Oregon,Oregon City,Unknown,Unknown,Unknown,Unknown,3000.0,600000000.0,,manufacturing,"['b2c', 'b2b', 'e-commerce']",B2C
Veseys,veseys.com,Canada,Prince Edward Island,Charlottetown,11-50,1m-10m,1939.0,Unknown,30.5,5500000.0,1939.0,retail,"['b2c', 'b2b', 'e-commerce']",B2C
Bobcat,bobcat.com,United States,North Dakota,West Fargo,1K-5K,over-1b,1947.0,public,3000.0,1500000000.0,1947.0,manufacturing,"['b2b', 'saas']",B2B
Sunsweet,sunsweet.com,United States,California,Yuba City,201-500,200m-1b,1917.0,private,350.5,600000000.0,1917.0,agriculture,"['b2c', 'b2b']",B2C
Ornamental Trees,ornamental-trees.co.uk,United Kingdom,England,Cirencester,11-50,1m-10m,1993.0,private,30.5,5500000.0,1993.0,retail,"['b2c', 'b2b', 'e-commerce']",B2C
Metrie,metrie.com,United States,Washington,Vancouver,501-1K,200m-1b,1926.0,private,251000.0,600000000.0,1926.0,manufacturing,"['b2b', 'b2c']",B2B
Sanderson Farms,sandersonfarms.com,United States,Mississippi,Laurel,51-200,over-1b,1947.0,public,125.5,1500000000.0,1947.0,agriculture,"['b2c', 'b2b', 'e-commerce']",B2C
Displate,displate.com,Poland,Masovian Voivodeship,Warsaw,201-500,1m-10m,2013.0,private,350.5,5500000.0,2013.0,retail,"['b2c', 'e-commerce']",B2C
Chex,chex.com,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,3000.0,600000000.0,,agriculture,['b2c'],B2C
Nestle,nestle.jp,Japan,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,3000.0,600000000.0,,manufacturing,"['b2b', 'b2c']",B2B
Sojos,sojos.com,United States,Minnesota,South Saint Paul,1-10,1m-10m,1985.0,private,5.5,5500000.0,1985.0,retail,"['b2c', 'e-commerce']",B2C
General Mills,generalmills.com,United States,Minnesota,Golden Valley,over-10K,over-1b,1954.0,public,12000.0,1500000000.0,1954.0,manufacturing,['b2c'],B2C
Santa Margarita Ranch,historicsantamargaritaranch.com,United States,California,Santa Margarita,1-10,10m-50m,2003.0,Unknown,5.5,30000000.0,2003.0,hospitality,"['b2c', 'b2b', 'service-provider']",B2C
Hempler's Foods,hemplers.com,United States,Washington,Ferndale,11-50,10m-50m,1934.0,Unknown,30.5,30000000.0,1934.0,agriculture,['b2c'],B2C
Summerhouse24,summerhouse24.co.uk,United Kingdom,England,Totnes,1-10,Unknown,2015.0,private,5.5,600000000.0,2015.0,agriculture,"['b2c', 'b2b', 'e-commerce']",B2C
Burrows Cabinets,burrowscabinets.com,United States,Texas,Waxahachie,11-50,1m-10m,1971.0,Unknown,30.5,5500000.0,1971.0,manufacturing,['b2b'],B2B
Magic Spoon,magicspoon.com,United States,New York,Unknown,51-200,1m-10m,2019.0,private,125.5,5500000.0,2019.0,agriculture,"['b2c', 'e-commerce']",B2C
Glasshouse Works,glasshouseworks.com,United States,Georgia,Richland,1-10,10m-50m,Unknown,Unknown,5.5,30000000.0,,retail,"['b2c', 'e-commerce']",B2C
Koppert,koppert.com,Netherlands,South Holland,Berkel en Rodenrijs,1K-5K,50m-100m,1967.0,private,3000.0,75000000.0,1967.0,business services,"['b2b', 'service-provider']",B2B
Better Dairy Cow,betterdairycow.com,Canada,Manitoba,Winnipeg,Unknown,1m-10m,2000.0,Unknown,3000.0,5500000.0,2000.0,business services,"['b2b', 'e-commerce']",B2B
Infinity,infinitywindows.com,United States,Ohio,Independence,11-50,10m-50m,2002.0,private,30.5,30000000.0,2002.0,manufacturing,['b2c'],B2C
HiPP,hipp.de,Germany,Unknown,Unknown,501-1K,Unknown,1932.0,private,251000.0,600000000.0,1932.0,manufacturing,"['b2c', 'e-commerce']",B2C
Landwirt,landwirt.com,Austria,Styria,Graz,11-50,Unknown,2000.0,private,30.5,600000000.0,2000.0,retail,"['b2b', 'b2c', 'e-commerce']",B2B
Memphis Wood Fire Grills,memphisgrills.com,United States,Indiana,Chandler,1-10,under-1m,2009.0,private,5.5,500000.0,2009.0,manufacturing,"['b2b', 'b2c', 'e-commerce']",B2B
Naturstyrelsen,naturstyrelsen.dk,Denmark,Unknown,Unknown,501-1K,Unknown,Unknown,government,251000.0,600000000.0,,agriculture,"['b2g', 'service-provider']",B2G
Cafely,cafely.com,United States,Nevada,Las Vegas,1-10,Unknown,2023.0,private,5.5,600000000.0,2023.0,retail,"['b2c', 'e-commerce']",B2C
Simonton,simonton.com,United States,Indiana,Indianapolis,501-1K,200m-1b,1946.0,public,251000.0,600000000.0,1946.0,agriculture,"['b2c', 'b2b', 'e-commerce']",B2C
ExxonMobil,exxon.com,United States,Texas,Irving,11-50,Unknown,Unknown,Unknown,30.5,600000000.0,,retail,"['b2c', 'b2b', 'service-provider']",B2C
Weyerhaeuser,weyerhaeuser.com,United States,Washington,Longview,5K-10K,over-1b,1900.0,public,7500.0,1500000000.0,1900.0,agriculture,"['b2b', 'e-commerce', 'service-provider', 'mobile', 'saas', 'media']",B2B
FMC,fmc.com,United States,Pennsylvania,Philadelphia,over-10K,over-1b,1883.0,public,12000.0,1500000000.0,1883.0,business services,"['b2b', 'saas']",B2B
Singer,singer.com,United States,Minnesota,Mantorville,51-200,10m-50m,1850.0,public,125.5,30000000.0,1850.0,agriculture,"['b2c', 'b2b', 'e-commerce']",B2C
Nestlé Cereals,nestle-cereals.com,Switzerland,Vaud,Vevey,1K-5K,10m-50m,1990.0,partnership,3000.0,30000000.0,1990.0,agriculture,"['b2c', 'e-commerce']",B2C
Larson,larsondoors.com,United States,South Dakota,Brookings,201-500,200m-1b,1954.0,public,350.5,600000000.0,1954.0,agriculture,"['b2c', 'b2b', 'e-commerce']",B2C
Mayo Clinic,mayoclinic.org,United States,Arizona,Scottsdale,over-10K,over-1b,1919.0,nonprofit,12000.0,1500000000.0,1919.0,hospitals and physicians clinics,"['b2c', 'service-provider']",B2C
Health and Human Services,hhs.gov,United States,Connecticut,Washington,over-10K,over-1b,1989.0,government,12000.0,1500000000.0,1989.0,government,"['b2g', 'service-provider']",B2G
American Red Cross,redcross.org,United States,Connecticut,Washington,over-10K,over-1b,1881.0,nonprofit,12000.0,1500000000.0,1881.0,organizations,"['b2c', 'b2g']",B2C
Care,care.com,United States,Massachusetts,Waltham,over-10K,200m-1b,2006.0,private,12000.0,600000000.0,2006.0,healthcare services,"['b2c', 'saas']",B2C
Sanctuary for Families,sanctuaryforfamilies.org,United States,New York,Unknown,201-500,Unknown,1984.0,nonprofit,350.5,600000000.0,1984.0,healthcare services,"['b2c', 'service-provider']",B2C
CetteFamille,cettefamille.com,France,Normandie,Argentan,51-200,Unknown,2015.0,private,125.5,600000000.0,2015.0,healthcare services,"['b2c', 'b2g', 'service-provider']",B2C
FEMA,fema.gov,United States,Connecticut,Washington,over-10K,10m-50m,1979.0,government,12000.0,30000000.0,1979.0,organizations,"['b2g', 'service-provider']",B2G
QSPainRelief,qspainrelief.eu,Netherlands,South Holland,Leiden,1-10,Unknown,2020.0,nonprofit,5.5,600000000.0,2020.0,business services,"['b2b', 'b2g']",B2B
Universal Medical,universalmedicalinc.com,United States,Florida,Oldsmar,11-50,10m-50m,1983.0,private,30.5,30000000.0,1983.0,business services,"['b2b', 'service-provider']",B2B
Dr. Ducu Clinics,drducuclinics.com,United Kingdom,England,London,Unknown,Unknown,Unknown,Unknown,3000.0,600000000.0,,hospitals and physicians clinics,"['b2c', 'service-provider']",B2C
Twisted Spine and Joint,twistedspineandjoint.com,United States,Texas,Frisco,1-10,Unknown,2012.0,self-owned,5.5,600000000.0,2012.0,hospitals and physicians clinics,"['b2c', 'service-provider']",B2C
Total Orthodontics,total-orthodontics.com,United States,Colorado,Greenwood Village,1-10,Unknown,2019.0,nonprofit,5.5,600000000.0,2019.0,hospitals and physicians clinics,"['b2c', 'service-provider']",B2C
UNHCR,unhcr.org,Switzerland,Geneva,Unknown,over-10K,200m-1b,1950.0,nonprofit,12000.0,600000000.0,1950.0,organizations,"['b2c', 'saas']",B2C
BodEvolve,mycompletetransformation.com,United States,Texas,Dallas,Unknown,1m-10m,Unknown,Unknown,3000.0,5500000.0,,hospitals and physicians clinics,['b2c'],B2C
Celestial Lights,celestiallights.net,United States,Unknown,Unknown,Unknown,Unknown,Unknown,self-employed,3000.0,600000000.0,,education,"['b2c', 'service-provider']",B2C
English Mountain Recovery,englishmountain.com,United States,Tennessee,Sevierville,11-50,1m-10m,2005.0,private,30.5,5500000.0,2005.0,healthcare services,"['b2c', 'saas']",B2C
UNIVI,univi.fr,France,Unknown,Unknown,201-500,Unknown,2019.0,nonprofit,350.5,600000000.0,2019.0,healthcare services,"['b2c', 'b2g', 'service-provider']",B2C
Family First,familyfirst-urgentcare.com,United States,New Jersey,Unknown,51-200,10m-50m,1981.0,self-owned,125.5,30000000.0,1981.0,healthcare services,"['b2c', 'service-provider']",B2C
Healthy Living By Design,nanecheung.com,United States,Unknown,Unknown,1-10,Unknown,Unknown,self-employed,5.5,600000000.0,,hospitals and physicians clinics,"['b2c', 'service-provider']",B2C
Lifexpert,lifexpert.ru,Russia,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,3000.0,600000000.0,,business services,"['b2c', 'saas']",B2C
Abramson Facial Plastic Surgery,facialplasticsatlanta.com,United States,Georgia,Atlanta,1-10,under-1m,Unknown,Unknown,5.5,500000.0,,hospitals and physicians clinics,"['b2c', 'service-provider']",B2C
Charlotte Wyard,charlottewyard.com,Belgium,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,3000.0,600000000.0,,healthcare services,"['b2c', 'service-provider']",B2C
Kalari Kendram,kalarikendramdelhi.com,India,Uttar Pradesh,Noida,Unknown,Unknown,Unknown,Unknown,3000.0,600000000.0,,hospitality,"['b2c', 'service-provider']",B2C
Breathe Easy,breatheeasywithus.com,United States,Missouri,Independence,Unknown,1m-10m,Unknown,Unknown,3000.0,5500000.0,,hospitals and physicians clinics,['b2c'],B2C
Masbia,masbiaboropark.org,United States,New York,Unknown,Unknown,Unknown,Unknown,Unknown,3000.0,600000000.0,,organizations,"['b2c', 'media']",B2C
MonSenior,monsenior.fr,France,Auvergne-Rhône-Alpes,Lyon,11-50,Unknown,2019.0,private,30.5,600000000.0,2019.0,healthcare services,"['b2c', 'service-provider']",B2C
Oxfam,oxfam.org,Kenya,Nairobi City,Nairobi,5K-10K,10m-50m,1995.0,nonprofit,7500.0,30000000.0,1995.0,organizations,"['b2c', 'media']",B2C
Johns Hopkins Medicine,hopkinsmedicine.org,United States,Maryland,Baltimore,over-10K,1m-10m,1889.0,nonprofit,12000.0,5500000.0,1889.0,business services,"['b2c', 'service-provider']",B2C
ASPCA,aspca.org,United States,New York,Unknown,1K-5K,200m-1b,1866.0,nonprofit,3000.0,600000000.0,1866.0,organizations,['b2c'],B2C
Doctors Without Borders,doctorswithoutborders.org,United States,New York,Unknown,201-500,200m-1b,1992.0,nonprofit,350.5,600000000.0,1992.0,organizations,"['b2c', 'service-provider']",B2C
Calm,calm.com,United States,California,San Francisco,501-1K,50m-100m,2012.0,public,251000.0,75000000.0,2012.0,media and internet,"['b2c', 'saas', 'mobile']",B2C
The Trevor Project,thetrevorproject.org,United States,California,West Hollywood,501-1K,10m-50m,1998.0,nonprofit,251000.0,30000000.0,1998.0,organizations,"['b2c', 'service-provider']",B2C
International Committee of the Red Cross,icrc.org,Switzerland,Geneva,Unknown,over-10K,1m-10m,1863.0,Unknown,12000.0,5500000.0,1863.0,organizations,"['b2c', 'service-provider']",B2C
Veterans Affairs,va.gov,United States,Connecticut,Washington,over-10K,over-1b,1930.0,government,12000.0,1500000000.0,1930.0,government,"['b2g', 'b2c', 'e-commerce', 'service-provider', 'mobile', 'saas', 'media']",B2G
Cancer Research UK,cancerresearchuk.org,United Kingdom,England,London,5K-10K,50m-100m,2002.0,nonprofit,7500.0,75000000.0,2002.0,organizations,"['b2c', 'media']",B2C
Focus on the Family,focusonthefamily.com,United States,Colorado,Colorado Springs,1K-5K,1m-10m,1977.0,nonprofit,3000.0,5500000.0,1977.0,organizations,"['b2c', 'b2b', 'media']",B2C
Alzheimer's Association,alz.org,United States,Illinois,Chicago,1K-5K,200m-1b,1980.0,nonprofit,3000.0,600000000.0,1980.0,organizations,"['b2c', 'b2g', 'service-provider']",B2C
American Cancer Society,cancer.org,United States,Georgia,Kennesaw,5K-10K,200m-1b,1913.0,nonprofit,7500.0,600000000.0,1913.0,organizations,"['b2c', 'media']",B2C
Warby Parker,warbyparker.com,United States,Kansas,Wichita,1K-5K,200m-1b,2010.0,public,3000.0,600000000.0,2010.0,retail,"['b2c', 'e-commerce']",B2C
CVS,cvs.com,United States,Rhode Island,Woonsocket,501-1K,over-1b,1963.0,public,251000.0,1500000000.0,1963.0,retail,"['b2c', 'b2b']",B2C
WeightWatchers,weightwatchers.com,United States,New York,Queens,5K-10K,200m-1b,1963.0,public,7500.0,600000000.0,1963.0,healthcare services,"['b2c', 'mobile', 'saas']",B2C
Médecins Sans Frontières,msf.org,Switzerland,Geneva,Unknown,over-10K,over-1b,1971.0,nonprofit,12000.0,1500000000.0,1971.0,healthcare services,"['b2c', 'b2g']",B2C
University of Kentucky,uky.edu,United States,Kentucky,Lexington,over-10K,over-1b,1865.0,Unknown,12000.0,1500000000.0,1865.0,education,"['b2c', 'e-commerce', 'service-provider', 'mobile', 'saas', 'media']",B2C
World Food Programme,wfp.org,Italy,Lazio,Rome,over-10K,over-1b,1961.0,nonprofit,12000.0,1500000000.0,1961.0,organizations,"['b2g', 'saas']",B2G
Mount Sinai,mountsinai.org,United States,New York,Unknown,over-10K,over-1b,2013.0,nonprofit,12000.0,1500000000.0,2013.0,healthcare services,"['b2c', 'service-provider']",B2C
The Carter Center,cartercenter.org,United States,Georgia,Atlanta,1K-5K,200m-1b,1982.0,nonprofit,3000.0,600000000.0,1982.0,organizations,['b2g'],B2G
Petco,petco.com,United States,California,San Diego,over-10K,over-1b,1965.0,public,12000.0,1500000000.0,1965.0,retail,"['b2c', 'e-commerce']",B2C
St. Jude,stjude.org,United States,Tennessee,Memphis,5K-10K,over-1b,1957.0,nonprofit,7500.0,1500000000.0,1957.0,organizations,"['b2c', 'saas']",B2C
Save the Children,savethechildren.org,United States,Connecticut,Fairfield,1K-5K,over-1b,1932.0,nonprofit,3000.0,1500000000.0,1932.0,organizations,"['b2b', 'b2g']",B2B
Anxiety and Depression Association of America,adaa.org,United States,Maryland,Silver Spring,11-50,1m-10m,1980.0,nonprofit,30.5,5500000.0,1980.0,organizations,"['b2c', 'b2b', 'service-provider']",B2C
UT Southwestern,utsouthwestern.edu,United States,Texas,Dallas,over-10K,over-1b,1943.0,educational,12000.0,1500000000.0,1943.0,hospitals and physicians clinics,"['b2c', 'service-provider']",B2C
OkCupid,okcupid.com,United States,New York,Unknown,51-200,10m-50m,2003.0,public,125.5,30000000.0,2003.0,business services,"['b2c', 'service-provider', 'media']",B2C
International Rescue Committee,rescue.org,United States,New York,Unknown,over-10K,over-1b,1933.0,nonprofit,12000.0,1500000000.0,1933.0,organizations,"['b2c', 'b2g']",B2C
NYU Langone,nyulangone.org,United States,New York,New York City,over-10K,over-1b,1841.0,nonprofit,12000.0,1500000000.0,1841.0,healthcare services,['b2c'],B2C
International Federation of Red Cross and Red Crescent Societies,ifrc.org,Switzerland,Geneva,Unknown,1K-5K,200m-1b,1919.0,nonprofit,3000.0,600000000.0,1919.0,organizations,"['b2g', 'b2c', 'saas']",B2G
Heifer International,heifer.org,United States,Arkansas,Little Rock,1K-5K,50m-100m,1944.0,nonprofit,3000.0,75000000.0,1944.0,organizations,"['b2g', 'b2b']",B2G
BetterHelp,betterhelp.com,United States,California,Mountain View,1K-5K,200m-1b,2013.0,private,3000.0,600000000.0,2013.0,healthcare services,"['b2c', 'saas']",B2C
Massachusetts General Hospital,massgeneral.org,United States,Massachusetts,Boston,over-10K,over-1b,1811.0,nonprofit,12000.0,1500000000.0,1811.0,hospitals and physicians clinics,['b2c'],B2C
Habitat for Humanity,habitat.org,United States,Georgia,Americus,1K-5K,200m-1b,1976.0,nonprofit,3000.0,600000000.0,1976.0,organizations,"['b2c', 'service-provider']",B2C
Planned Parenthood,plannedparenthood.org,United States,Connecticut,Washington,5K-10K,over-1b,1916.0,nonprofit,7500.0,1500000000.0,1916.0,healthcare services,['b2c'],B2C
